0;-0.00211824
100;-0.00560884
200;-0.000775136
300;0.00386116
400;-0.00362715
500;-0.00439833
600;0.00247151
700;-0.00700671
800;0.00273536
900;-0.00441616
1000;-0.00861851
1100;0.00154186
1200;-6.5571e-05
1300;-0.00428991
1400;-0.00261702
1500;-0.00137278
1600;0.00253907
1700;-0.0073621
1800;-0.00923283
1900;-0.0105947
2000;-0.0025905
2100;-0.00886052
2200;0.00295725
2300;8.78974e-05
2400;-0.00239128
2500;-0.00144005
2600;-0.00361254
2700;-0.010913
2800;-0.0028652
2900;0.000436951
3000;-0.00332275
3100;-0.00817789
3200;-0.00312572
3300;-0.00054448
3400;-0.0108486
3500;0.00588046
3600;0.00185262
3700;0.00186284
3800;-0.00412214
3900;0.00846105
4000;-0.00282755
4100;-0.00427342
4200;-0.00454124
4300;0.00424354
4400;0.00594958
4500;-0.00322026
4600;0.00931563
4700;-0.0066306
4800;0.000461639
4900;-0.0173584
5000;-0.00394235
5100;-0.00367089
5200;0.00100877
5300;0.00180549
5400;-0.00821553
5500;-0.00334982
5600;-0.00235754
5700;-0.0088803
5800;-0.00349161
5900;-0.0132944
6000;-0.00607754
6100;-0.00493823
6200;-0.00208791
6300;-0.00122066
6400;0.00587427
6500;-0.000874829
6600;-0.0115941
6700;0.00413631
6800;-0.00555677
6900;-0.00460833
7000;-0.00474219
7100;-0.00547324
7200;-0.000198031
7300;-0.00183378
7400;-0.00564097
7500;-0.00637053
7600;-0.00413604
7700;-0.011934
7800;0.00285586
7900;0.00594048
8000;-0.0104884
8100;-0.00557693
8200;-0.00744578
8300;0.000510259
8400;-0.00153355
8500;-0.00624496
8600;-0.0167418
8700;-0.00563357
8800;-0.00846724
8900;-0.00107154
