0;0.248751
10;0.100052
20;0.0504094
30;0.0219179
40;0.0101812
50;0.0081304
60;0.00449761
70;-0.00119113
80;0.000846727
90;-0.00249366
100;-0.000886224
110;-0.00165464
120;-0.00333228
130;-0.000626
140;-0.00179633
150;-0.00296144
160;-0.000844088
170;-0.00339949
180;-0.00336403
190;-0.00076175
200;-0.00284075
210;-0.00271309
220;-0.000949129
230;-0.000566202
240;-0.000888919
250;-0.000105795
260;0.00216927
270;0.00669081
280;0.00758166
290;0.0131803
300;0.0136208
310;0.0157579
320;0.0207722
330;0.0213891
340;0.0215729
350;0.0244451
360;0.0218295
370;0.0255055
380;0.0209341
390;0.0207098
400;0.021161
410;0.0219288
420;0.0213761
430;0.0217759
440;0.0233234
450;0.0255483
460;0.0273058
470;0.0272913
480;0.0303744
490;0.0307174
500;0.0340712
510;0.0319175
520;0.0325937
530;0.0346728
540;0.03548
550;0.0375489
560;0.0359849
570;0.0340634
580;0.0375223
590;0.0344378
600;0.0346752
610;0.0354356
620;0.0343943
630;0.0347825
640;0.0342203
650;0.0338007
660;0.0361392
670;0.036581
680;0.0346391
690;0.0331604
700;0.0338749
710;0.0321026
720;0.033072
730;0.0327658
740;0.0326178
750;0.0308066
760;0.0320936
770;0.0299983
780;0.0301582
790;0.0308621
800;0.0293551
810;0.0289298
820;0.0287995
830;0.0294233
840;0.028987
850;0.0270776
860;0.0284489
870;0.0265283
880;0.027169
890;0.0255787
900;0.0256563
910;0.025188
920;0.0244282
930;0.0257447
940;0.0239385
950;0.0243411
960;0.0259043
970;0.0226891
980;0.0231874
990;0.0226798
1000;0.0224192
1010;0.0222519
1020;0.0242096
1030;0.0225162
1040;0.021268
1050;0.023997
1060;0.0236049
1070;0.021583
1080;0.0206202
1090;0.0229933
1100;0.0204792
1110;0.0205053
1120;0.0204805
1130;0.0200376
1140;0.0206034
1150;0.0218019
1160;0.0221232
1170;0.0198307
1180;0.0210371
1190;0.0201375
1200;0.0227177
1210;0.0220882
1220;0.0219911
1230;0.0196774
1240;0.021897
1250;0.0218781
1260;0.0194252
1270;0.0187233
1280;0.0191954
1290;0.0183437
1300;0.0196753
1310;0.0202432
1320;0.0202175
1330;0.0194299
1340;0.0201643
1350;0.0191294
1360;0.0186443
1370;0.0179275
1380;0.0182238
1390;0.018954
1400;0.0173118
1410;0.0185063
1420;0.0171641
1430;0.0177609
1440;0.0179407
1450;0.0164931
1460;0.0164265
1470;0.0177577
1480;0.015999
1490;0.0158545
1500;0.017118
1510;0.0157128
1520;0.0155599
1530;0.0167914
1540;0.0161954
1550;0.0158511
1560;0.015419
1570;0.0149733
1580;0.0149098
1590;0.0148865
1600;0.0149846
1610;0.0147364
1620;0.0147307
1630;0.0144022
1640;0.0150043
1650;0.0143087
1660;0.0142739
1670;0.0141823
1680;0.0140951
1690;0.0139983
1700;0.0144124
1710;0.0136736
1720;0.0136825
1730;0.0136515
1740;0.0135788
1750;0.013506
1760;0.0132958
1770;0.0132527
1780;0.0133141
1790;0.0132034
1800;0.0131571
1810;0.0132475
1820;0.0128371
1830;0.0130228
